cumulative_targets_percent,cumulative_assignments_percent
24.70001877,9.03661499
24.74995307,9.05488368
24.80007509,9.07322105
24.85000939,9.09148974
24.89994368,9.10975843
24.95006570,9.12809580
25.00000000,9.14636450
25.04993430,9.16463319
25.10005632,9.18297056
25.14999061,9.20123925
25.19992491,9.21950794
25.25004693,9.23784531
25.29998123,9.25611400
25.34991552,9.27438269
25.40003754,9.29272006
25.44997184,9.31098876
25.49990614,9.32925745
25.55002816,9.34759482
25.59996246,9.36586351
25.65008448,9.38420088
25.70001877,9.40246957
25.74995307,9.42073826
25.80007509,9.43907563
25.85000939,9.45734432
25.89994368,9.47561301
25.95006570,9.49395038
26.00000000,9.51221908
26.04993430,9.53048777
26.10005632,9.54882514
26.14999061,9.56709383
26.19992491,9.58536252
26.25004693,9.60369989
26.29998123,9.62196858
26.34991552,9.64023727
26.40003754,9.65857464
26.44997184,9.67684333
26.50009386,9.69518071
26.55002816,9.71344940
26.59996246,9.73171809
26.65008448,9.75005546
26.70001877,9.76832415
26.74995307,9.78659284
26.80007509,9.80493021
26.85000939,9.82319890
26.89994368,9.84146759
26.95006570,9.85980496
27.00000000,9.87807366
27.04993430,9.89634235
27.10005632,9.91467972
27.14999061,9.93294841
27.19992491,9.95121710
27.25004693,9.96955447
27.29998123,9.98782316
27.34991552,10.00609185
27.40003754,10.02442922
27.44997184,10.04269791
27.49990614,10.06096661
27.55002816,10.07930398
27.59996246,10.09757267
27.65008448,10.11591004
27.70001877,10.13417873
27.74995307,10.15244742
27.80007509,10.17078479
27.85000939,10.18905348
27.89994368,10.20732217
27.95006570,10.22565954
28.00000000,10.24392824
28.04993430,10.26219693
28.10005632,10.28053430
28.14999061,10.29880299
28.19992491,10.31707168
28.25004693,10.33540905
28.29998123,10.35367774
28.34991552,10.37194643
28.40003754,10.39028380
28.44997184,10.40855249
28.50009386,10.42688987
28.55002816,10.44515856
28.59996246,10.46342725
28.65008448,10.48176462
28.70001877,10.50003331
28.74995307,10.51830200
28.80007509,10.53663937
28.85000939,10.55490806
28.89994368,10.57317675
28.95006570,10.59151412
29.00000000,10.60978282
29.04993430,10.62805151
29.10005632,10.64638888
29.14999061,10.66465757
29.19992491,10.68292626
29.25004693,10.70126363
29.29998123,10.71953232
29.34991552,10.73780101
29.40003754,10.75613838
29.44997184,10.77440707
29.49990614,10.79267577
29.55002816,10.81101314
29.59996246,10.82928183
29.65008448,10.84761920
29.70001877,10.86588789
29.74995307,10.88415658
29.80007509,10.90249395
29.85000939,10.92076264
29.89994368,10.93903133
29.95006570,10.95736870
30.00000000,10.97563740
30.04993430,10.99390609
30.10005632,11.01224346
30.14999061,11.03051215
30.19992491,11.04878084
30.25004693,11.06711821
30.29998123,11.08538690
30.34991552,11.10365559
30.40003754,11.12199296
30.44997184,11.14026165
30.50009386,11.15859902
30.55002816,11.17686772
30.59996246,11.19513641
30.65008448,11.21347378
30.70001877,11.23174247
30.74995307,11.25001116
30.80007509,11.26834853
30.85000939,11.28661722
30.89994368,11.30488591
30.95006570,11.32322328
31.00000000,11.34149198
31.04993430,11.35976067
31.10005632,11.37809804
31.14999061,11.39636673
31.19992491,11.41463542
31.25004693,11.43297279
31.29998123,11.45124148
31.34991552,11.46951017
31.40003754,11.48784754
31.44997184,11.50611623
31.49990614,11.52438493
