cumulative_targets_percent,cumulative_assignments_percent
44.79999239,8.69268213
44.84994672,8.70237492
44.89990104,8.71206771
44.94985537,8.72176051
44.99980970,8.73145330
45.04976403,8.74114609
45.10019411,8.75093120
45.15014844,8.76062399
45.20010276,8.77031679
45.25005709,8.78000958
45.30001142,8.78970238
45.34996575,8.79939517
45.39992007,8.80908796
45.44987440,8.81878076
45.49982873,8.82847355
45.54978306,8.83816634
45.60021314,8.84795145
45.65016747,8.85764424
45.70012179,8.86733704
45.75007612,8.87702983
45.80003045,8.88672263
45.84998478,8.89641542
45.89993910,8.90610821
45.94989343,8.91580101
45.99984776,8.92549380
46.04980209,8.93518660
46.10023217,8.94497170
46.15018650,8.95466450
46.20014082,8.96435729
46.25009515,8.97405008
46.30004948,8.98374288
46.35000381,8.99343567
46.39995813,9.00312846
46.44991246,9.01282126
46.49986679,9.02251405
46.54982112,9.03220685
46.59977544,9.04189964
46.65020553,9.05168475
46.70015985,9.06137754
46.75011418,9.07107033
46.80006851,9.08076313
46.85002284,9.09045592
46.89997716,9.10014872
46.94993149,9.10984151
46.99988582,9.11953430
47.04984015,9.12922710
47.09979447,9.13891989
47.15022456,9.14870500
47.20017888,9.15839779
47.25013321,9.16809058
47.30008754,9.17778338
47.35004187,9.18747617
47.39999619,9.19716897
47.44995052,9.20686176
47.49990485,9.21655455
47.54985918,9.22624735
47.59981350,9.23594014
47.64976783,9.24563293
47.70019791,9.25541804
47.75015224,9.26511083
47.80010657,9.27480363
47.85006090,9.28449642
47.90001522,9.29418922
47.94996955,9.30388201
47.99992388,9.31357480
48.04987821,9.32326760
48.09983253,9.33323733
48.14978686,9.35262292
48.20021694,9.37219313
48.25017127,9.39157872
48.30012560,9.41096430
48.35007993,9.43034989
48.40003425,9.44973548
48.44998858,9.46912107
48.49994291,9.48850665
48.54989724,9.50789224
48.59985156,9.52727783
48.64980589,9.54666342
48.70023597,9.56623363
48.75019030,9.58561922
48.80014463,9.60500480
48.85009896,9.62439039
48.90005328,9.64377598
48.95000761,9.66316157
48.99996194,9.68254716
49.04991627,9.70193274
49.09987059,9.72131833
49.14982492,9.74070392
49.19977925,9.76008951
49.25020933,9.77965972
49.30016366,9.79904531
49.35011799,9.81843089
49.40007231,9.83781648
49.45002664,9.85720207
49.49998097,9.87658766
49.54993530,9.89597324
49.59988962,9.91535883
49.64984395,9.93474442
49.69979828,9.95413001
49.75022836,9.97370022
49.80018269,9.99308581
49.85013702,10.01247139
49.90009135,10.03185698
49.95004567,10.05124257
50.00000000,10.07062816
50.04995433,10.09001375
50.09990865,10.10939933
50.14986298,10.12878492
50.19981731,10.14817051
50.24977164,10.16755610
50.30020172,10.18712631
50.35015605,10.20651190
50.40011038,10.22589748
50.45006470,10.24528307
50.50001903,10.26466866
50.54997336,10.28405425
50.59992769,10.30343983
50.64988201,10.32282542
50.69983634,10.34221101
50.74979067,10.36159660
50.80022075,10.38116681
50.85017508,10.40055240
50.90012941,10.41993798
50.95008373,10.43932357
51.00003806,10.45870916
51.04999239,10.47809475
51.09994672,10.49748034
51.14990104,10.51686592
51.19985537,10.53625151
51.24980970,10.55563710
51.29976403,10.57502269
51.35019411,10.59459290
51.40014844,10.61397849
51.45010276,10.63336407
51.50005709,10.65274966
51.55001142,10.67213525
51.59996575,10.69152084
51.64992007,10.71090642
51.69987440,10.73029201
51.74982873,10.74967760
51.79978306,10.76906319
51.85021314,10.78863340
51.90016747,10.80801899
51.95012179,10.82740457
52.00007612,10.84679016
52.05003045,10.86617575
52.09998478,10.88556134
52.14993910,10.90494693
52.19989343,10.92433251
52.24984776,10.94371810
52.29980209,10.96310369
52.35023217,10.98267390
52.40018650,11.00205949
52.45014082,11.02144508
52.50009515,11.04083066
52.55004948,11.06021625
52.60000381,11.07960184
52.64995813,11.09898743
52.69991246,11.11837301
52.74986679,11.13775860
52.79982112,11.15714419
52.84977544,11.17652978
52.90020553,11.19609999
52.95015985,11.21548558
53.00011418,11.23487116
53.05006851,11.25425675
53.10002284,11.27364234
53.14997716,11.29302793
