cumulative_targets_percent,cumulative_assignments_percent
33.69985572,10.52185079
33.75011826,10.53754388
33.80008515,10.55314467
33.85005204,10.56874545
33.90001892,10.58434623
33.94998581,10.59994701
33.99995269,10.61554780
34.04991958,10.63114858
34.09988647,10.64674936
34.14985335,10.66235014
34.20011590,10.67804324
34.25008279,10.69364402
34.30004967,10.70924480
34.35001656,10.72484558
34.39998344,10.74044637
34.44995033,10.75604715
34.49991721,10.77164793
34.54988410,10.78724871
34.60014665,10.80294181
34.65011353,10.81854259
34.70008042,10.83414337
34.75004731,10.84974416
34.80001419,10.86534494
34.84998108,10.88094572
34.89994796,10.89654650
34.94991485,10.91214729
34.99988174,10.92774807
35.05014428,10.94344116
35.10011117,10.95904195
35.15007805,10.97464273
35.20004494,10.99024351
35.25001183,11.00584429
35.29997871,11.02144508
35.34994560,11.03704586
35.39991248,11.05264664
35.44987937,11.06824742
35.50014192,11.08394052
35.55010880,11.09954130
35.60007569,11.11514208
35.65004258,11.13074286
35.70000946,11.14634365
35.74997635,11.16194443
35.79994323,11.17754521
35.84991012,11.19314599
35.89987700,11.20874678
35.95013955,11.22443987
36.00010644,11.24004065
36.05007332,11.25564144
36.10004021,11.27124222
36.15000710,11.28684300
36.19997398,11.30244378
36.24994087,11.31804457
36.29990775,11.33364535
36.34987464,11.34924613
36.40013719,11.36493923
36.45010407,11.38054001
36.50007096,11.39614079
36.55003784,11.41174157
36.60000473,11.42734236
36.64997162,11.44294314
36.69993850,11.45854392
36.74990539,11.47414470
36.79987227,11.48974549
36.85013482,11.50543858
36.90010171,11.52103936
36.95006859,11.53664015
37.00003548,11.55224093
37.05000237,11.56784171
37.09996925,11.58344249
37.14993614,11.59904328
37.19990302,11.61464406
37.24986991,11.63024484
37.30013246,11.64593793
37.35009934,11.66153872
37.40006623,11.67713950
37.45003311,11.69274028
37.50000000,11.70834106
37.54996689,11.72394185
37.59993377,11.73954263
37.64990066,11.75514341
37.69986754,11.77074419
37.75013009,11.78643729
37.80009698,11.80203807
37.85006386,11.81763885
37.90003075,11.83323964
37.94999763,11.84884042
37.99996452,11.86444120
38.04993141,11.88004198
38.09989829,11.89564277
38.14986518,11.91124355
38.20012773,11.92693664
38.25009461,11.94253743
38.30006150,11.95813821
38.35002838,11.97373899
38.39999527,11.98933977
38.44996216,12.00494056
38.49992904,12.02054134
38.54989593,12.03614212
38.59986281,12.05174290
38.65012536,12.06743600
38.70009225,12.08303678
38.75005913,12.09863756
38.80002602,12.11423834
38.84999290,12.12983913
38.89995979,12.14543991
38.94992668,12.16104069
38.99989356,12.17664147
39.04986045,12.19224226
39.10012300,12.20793535
39.15008988,12.22353613
39.20005677,12.23913692
39.25002365,12.25473770
39.29999054,12.27033848
39.34995742,12.28593926
39.39992431,12.30154005
39.44989120,12.31714083
39.49985808,12.33274161
39.55012063,12.34843471
39.60008752,12.36403549
39.65005440,12.37963627
39.70002129,12.39523705
39.74998817,12.41083784
39.79995506,12.42643862
39.84992195,12.44203940
39.89988883,12.45764018
39.94985572,12.47324097
40.00011826,12.48893406
40.05008515,12.50453484
40.10005204,12.52013563
40.15001892,12.53573641
40.19998581,12.55133719
40.24995269,12.56693797
40.29991958,12.58253876
40.34988647,12.59813954
40.39985335,12.61374032
40.45011590,12.62943341
40.50008279,12.64503420
40.55004967,12.66063498
40.60001656,12.67623576
40.64998344,12.69183654
40.69995033,12.70743733
40.74991721,12.72303811
40.79988410,12.73863889
40.85014665,12.75433199
40.90011353,12.76993277
40.95008042,12.78553355
41.00004731,12.80113433
41.05001419,12.81673512
41.09998108,12.83233590
41.14994796,12.84793668
41.19991485,12.86353746
41.24988174,12.87913825
41.30014428,12.89483134
41.35011117,12.91043212
41.40007805,12.92603291
